Extension,Metadata,Category,MIME Type
.df7,Omnis Studio database,Database,
.bf2,BIDFAX 2000 database,Database,
.rmw,RAM Commander database,Database,
.k15,DataFlex index,Database,
.hdf,Help document,Database,application/x-hdf
.rem,ACT! database maintenance data,Database,
.fm5,FileMaker 5 database,Database,
.r2k,Repertoire 2000 music database,Database,
.sdb,ServerBoss database,Database,
.tpd,TreePad hypertext database file,Database,
.kdb,Doobs database,Database,
.qd2,Omnis Quartz segment 2 data,Database,
.bde,Borland database engine data,Database,
.owc,OutWit Hub OutWit catch db format,Database,
.irn,IRedit database,Database,
.k14,DataFlex index,Database,
.cys,Clustify summary statistics file,Database,
.^^^,Pervasive.SQL database,Database,
.ldb,IBM Works for OS/2 data filer database,Database,
.nmb,Fidelity Pointwise database export,Database,
.bnd,IBM DB2 bind data,Database,
.dcd,DisCryptor encrypted database file,Database,
.btr,Btrieve database,Database,
.qdb,CUEcards database,Database,
.dlk,Xprotect license code list,Database,
.fil,CardBox database,Database,
.sis,Student Information System data,Database,application/vnd.symbian.install
.ckv,CheckVisiion database file,Database,
.trx,VisiTrax music library database,Database,
.fm3,FileMaker version 3 database document,Database,
.mmd,mangodata multi-user database,Database,application/vnd.chipnuts.karaoke-mmd
.log,Extensible Storage Engine (ESE) transaction log file,Database,text/plain
.spentry,Spartan database,Database,
.awdb,Microsoft Works for Mac database,Database,
.tom,MediGraph database file format,Database,
.mmd,Summit Membership Manager database,Database,application/vnd.chipnuts.karaoke-mmd
.ssmssqlproj,Microsoft SQL Server project,Database,
.dbf,Psion Series 3 database,Database,
.fp4,FileMaker Pro database,Database,
.4dl,4th Dimension database log,Database,
.dbf,xBase database,Database,
.edb,Microsoft Exchange Server exchange information store database,Database,
.k11,DataFlex index,Database,
.dmu,Musicnizer database,Database,
.sdi,ArcGIS spatial and attribute index,Database,
.db,Novell GroupWise address book database,Database,application/x-sqlite3
.changedb,SQLite data,Database,
.sif,Autodesk spatial index,Database,
.mdb,NEi Nastran modal database,Database,application/x-msaccess
.g3d,GenDesigner genealogy database,Database,
.rpd,RIB iTWO project database,Database,
.cwdb,ClarisWorks database,Database,
.qd1,Omnis Quartz segment 1 data,Database,
.dbo,DB/TextWorks database directory,Database,
.mfk,Memsoft OS/2 database,Database,
.zot,Zoot database,Database,
.idb,IDEA database,Database,
.dmo,Movienizer database,Database,
.xdb,xText compiled database,Database,
.erd,Active Media Eclipse resource database,Database,
.nope,Navicat for Oracle exported table,Database,
.prc,filePro data table,Database,application/x-mobipocket-ebook
.dbf,NovaBACKUP backup database,Database,
.urd,Ultra Recall database,Database,
.fp,FileMaker Pro database,Database,
.cdb,Borland Turbo C main database,Database,
.dbs,DB/TextWorks database textbase structure file,Database,
.dbf,dBFast database,Database,
.edb,EstImage database,Database,
.ind,Microsoft Windows shared database file,Database,
.drg,AviSys bird watcher database,Database,
.dcm,DiskCatalogMaker catalog database,Database,
.pbd,Palm database,Database,application/vnd.powerbuilder6
.mshdb,Ministry Scheduler Pro database,Database,
.ns4,Lotus Notes database,Database,
.db4,Paychex Payroll database,Database,
.axp,AppGini Code Generator project,Database,
.itw,InTouch With database,Database,
.bak,Mineral Resources Data System (MRDS) database,Database,
.dbx,Database index file,Database,
.vgb,VoloGest management database,Database,
.btr,AviSys bird watcher database,Database,
.sis,Sisma database,Database,application/vnd.symbian.install
.bag,PMMail mail index data,Database,
.tdb,Déjà Vu terminology database,Database,
.idb2,InfoStat database,Database,
.4lk,4th Dimension database,Database,
.pdb,BGBlitz position database,Database,application/vnd.palm
.dbf,Arago database,Database,
.wdm,BASINS meteorological database file,Database,
.tax,TaxExpert database,Database,
.ihx,IN-HEH Timeline database,Database,
.cidb,Apple iTunes CD information,Database,
.dbf,Oracle Database 8 tablespace,Database,
.vl,XenApp Citrix Program Neighborhood Agent database,Database,
.add,Advantage Database Server data,Database,
.blb,ACT! database,Database,
.fdd,FlexiDATA database,Database,
.xpp,Microsoft SQL Server replication data,Database,
.dpl,Digital Photo Librarian database,Database,
.cat,IBM Cognos Impromptu database report,Database,application/vnd.ms-pki.seccat
.icp,InterCept schematic data,Database,
.crf,Cross-reference data,Database,
.rmx,Reference Manager database index,Database,
.fbm,CADfix geometry database,Database,
.kpdx,KeePass password database,Database,
.pbp,PlaybackPro video database,Database,
.se1,CT Summation iBlaze database,Database,
.fmt,Cardbox format,Database,
.$$f,OS/2 database,Database,
.dff,Dynamic File Format resource database,Database,
.changedb-journal,SQLite data,Database,
.dbf,The Network Diary database,Database,
.srd,Smart Reminder database,Database,
.fpk,PerFORM communicator packet file,Database,
.edb,Euphoria Database System (EDS) database,Database,
.prk,Campground Master database file,Database,
.db2,SQLite 2.0 database,Database,
.cls,SQLite 3 data format,Database,
.emd,POP Peeper e-mail database,Database,
.wb,Freelang dictionary database,Database,
.dbf,Palm Zire photo database,Database,
.iwc,Installwatch database,Database,
.lzk,loizziTimeControl database file,Database,
.udb,Microsoft Windows uniqueness database,Database,
.ndx,ArcView fonts index,Database,
.plc,P-CAD database,Database,application/vnd.mobius.plc
.001,Superbase database index (001-999 file sequence),Database,
.wed,Wage Easy company database,Database,
.df3,Omnis Studio database file format,Database,
.owg,OutWit Hub OutWit Gear outwit thesaurus db file,Database,
.dcb,TrialDirector concordance database,Database,
.zdb,Report:Assist database,Database,
.kdb,kinodb database,Database,
.dp1,DataPower database,Database,
.ns3,Lotus Notes database,Database,
.tdb,Complete Works database,Database,
.$er,Novell GroupWise database,Database,
.lut,RadioRA database,Database,
.dcmd,DiskCatalogMaker catalog database,Database,
.hkdb,Apple iTunes database,Database,
.p97,Win97 database,Database,
.auf,LTBOffice update data,Database,
.dbf,Act! main database,Database,
.fmpr,FileMaker Pro Mac data,Database,
.vdx,Desktop To-Do List XML database,Database,
.fmdb,BUILD-QUANT object database,Database,
.qd0,Omnis Quartz segment 10 data,Database,
.dblib,Altium Designer database library,Database,
.dbv,Database variable field,Database,
.gjd,GeoJet Professional database,Database,
.pca,MicroSim PCBoard layout database,Database,
.nsd,NRG Site database,Database,
.erbsql,Ruby SQL data,Database,
.db,Psion Series 3 database,Database,application/x-sqlite3
.zodb,Zope Object Database data,Database,
.dlc,Disclib CD collection database,Database,
.pdx,ProCite database index file,Database,
.g,Gravity news database,Database,
.qbe,dBASE saved query data,Database,
.ix,dtSearch index,Database,
.pdd,Database Designer for PostgreSQL database design,Database,
.mbx,dBase index,Database,
.rdb,OpenOffice.org interface and type description database file,Database,
.swdb,ClarisWorks 3 and 4 database,Database,
.kdc,Kaspersky virus database,Database,image/x-kodak-kdc
.wcat,WinCatalog collection data,Database,
.dbf,Wordtech database,Database,
.btx,SEEDIS index,Database,
.qd9,Omnis Quartz segment 9 data,Database,
.udl,ADONIS user export from database,Database,
.btf,LEADERS relational database,Database,
.nppe,Navicat for PostgreSQL exported table,Database,
.cdb,The Cleaner trojan database,Database,
.od4-9,Omnis5 database,Database,
.odb,Organizers Database database,Database,application/vnd.oasis.opendocument.database
.eas,EAS 2004 applicant,Database,
.amb,All My Books book database,Database,
.knn,Clarion database key,Database,
.xsl,FileMaker database design report template,Database,application/xml
.ivt,Concordance inverted full text database,Database,
.apv,ApiViewer API database,Database,
.kexi,Kexi database,Database,
.mer,Interchanging spreadsheet and database data format,Database,
.mst,ChemFinder chemical structure index file,Database,
.mpb,Maintenance Parts Bin database,Database,
.oedb,Microsoft email database file,Database,
.rdb,Value Navigator database file,Database,
.pth,4th Dimension database windows pathname document,Database,
.wk1,Autodesk hydro data,Database,
.flx,Flexstor database,Database,text/vnd.fmi.flexstor
.tex,Concordance full text database,Database,application/x-tex
.mgdatabase,MacGourmet Deluxe database file,Database,
.od3,Omnis Studio database,Database,
.avc,Kaspersky Anti-Virus database,Database,
.db2p,IBM database project file,Database,
.joml,JOOB Object Modelling Language data,Database,
.nspe,Navicat for SQL Server exported table,Database,
.fid,File Investigator database,Database,
.st,Progress database structiure definition,Database,
.sup,Hallo Northern Sky (HNSKY) database supplement file,Database,
.rod,RIB office database,Database,
.fnd,Informida secure information database,Database,
.cdx,NovaBACKUP backup database index,Database,chemical/x-cdx
.his,FindinSite database definition file,Database,
.pmg,Pegasus Mail folder index,Database,
.pag,ActivePerl Pro Studio hash database,Database,
.dsk,Simple IDs database,Database,
.adt,Casio travel phrase database,Database,
.aet,FileMaker Pro runtime database,Database,
.hdx,Harvest database file,Database,
.cyi,Clustify input file,Database,
.qd8,Omnis Quartz segment 8 data,Database,
.ftch,Extensis Portfolio image database,Database,
.xaiml,XAIML database file,Database,
.4ug,4th Dimension database,Database,
.tfr,4th Dimension database Windows formula document,Database,
.synciddb-journal,SQLite data,Database,
.ix,FrameMaker index,Database,
.qd6,Omnis Quartz segment 6 data,Database,
.jst,Code Crusader symbol database,Database,
.f+db,Microsoft FoxPro database,Database,
.bad,DataFlex bad file,Database,
.inp,GIS input data,"GIS, GPS, mapping",
.map,Geographical map,"GIS, GPS, mapping",
.nm7,Navitel Navigator map file,"GIS, GPS, mapping",
.kml,Google Earth Keyhole Markup language data,"GIS, GPS, mapping",application/vnd.google-earth.kml+xml
.kmz,Compressed Keyhole Markup Language (Google Earth) data,"GIS, GPS, mapping",application/vnd.google-earth.kmz
.shp,ESRI ArcView shapefile,"GIS, GPS, mapping",
.gpx,GPS eXchange format,"GIS, GPS, mapping",
.kwi,KIWI Navigation system database,"GIS, GPS, mapping",
.fbl,iGO map,"GIS, GPS, mapping",
.sid,LizardTech MrSID image file format,"GIS, GPS, mapping",
.adf,ArcView ARC/INFO coverage data,"GIS, GPS, mapping",
.ptm,Microsoft MapPoint map,"GIS, GPS, mapping",
.twf,ArcView world coordinates file,"GIS, GPS, mapping",
.mxd,ArcGIS map document,"GIS, GPS, mapping",
.nv2,Navionics chart,"GIS, GPS, mapping",
.est,Microsoft Streets & Trips trip,"GIS, GPS, mapping",
.bds,Cadcorp SIS base dataset,"GIS, GPS, mapping",
.mpk,ArcGIS map package,"GIS, GPS, mapping",
.gdb,Garmin MapSource GPS waypoint database,"GIS, GPS, mapping",
.gml,Geography Markup Language data,"GIS, GPS, mapping",
.ssf,Trimble Standard Storage Format,"GIS, GPS, mapping",application/vnd.epson.ssf
.tab,MapInfo geometry or atribute data file,"GIS, GPS, mapping",
.tcx,Garmin Training Center XML database,"GIS, GPS, mapping",
.kmb,AiM GPS Manager track data,"GIS, GPS, mapping",
.pmf,ESRI published map,"GIS, GPS, mapping",
.spx,ArcGIS geodatabase SPX data,"GIS, GPS, mapping",audio/ogg
.klm,Keyhole Markup Language (Google Earth),"GIS, GPS, mapping",
.map,NAVIGON map,"GIS, GPS, mapping",
.ptt,Microsoft MapPoint template,"GIS, GPS, mapping",
.ttpkg,TomTom Navigator map,"GIS, GPS, mapping",
.rte,OziExplorer route,"GIS, GPS, mapping",
.mwm,MAPS.ME map data,"GIS, GPS, mapping",
.obf,OsmAnd offline GPS vector maps,"GIS, GPS, mapping",
.tfw,ArcView world data,"GIS, GPS, mapping",
.at5,Lowrance chart data,"GIS, GPS, mapping",
.gvsp,Geocortex Silverlight project,"GIS, GPS, mapping",
.jgw,JPEG world data,"GIS, GPS, mapping",
.nmea,Global Positioning data (GPS),"GIS, GPS, mapping",
.wpt,GPS waypoint,"GIS, GPS, mapping",
.navionics,GPS chart format,"GIS, GPS, mapping",
.gdbtablx,ArcGIS geodatabase,"GIS, GPS, mapping",
.jnx,Garmin raster map,"GIS, GPS, mapping",
.gdbtable,ArcGIS geodatabase,"GIS, GPS, mapping",
.prm,TomTom map,"GIS, GPS, mapping",
.apr,ArcView project,"GIS, GPS, mapping",application/vnd.lotus-approach
.twl,Naviguide binary route data,"GIS, GPS, mapping",
.unl,Garmin MapSource unlock data,"GIS, GPS, mapping",
.esi,ESRI plot data,"GIS, GPS, mapping",
.gdb,ArcGIS geodatabase,"GIS, GPS, mapping",
.trk,Garmin GPS PCX5 track,"GIS, GPS, mapping",
.csar,Caris Spatial Archive,"GIS, GPS, mapping",
.geojson,GeoJSON geographic format,"GIS, GPS, mapping",
.nm3,Navitel Navigator 5.0 map,"GIS, GPS, mapping",
.kap,Maptech BSB map,"GIS, GPS, mapping",
.kmtf,Garmin Nuvi GPS map,"GIS, GPS, mapping",
.isx,Intrasis object data,"GIS, GPS, mapping",
.gsr,Golden Software GIS data,"GIS, GPS, mapping",
.axe,Microsoft Autoroute map,"GIS, GPS, mapping",
.alg,ER Mapper algorithm data,"GIS, GPS, mapping",
.freelist,ArcGIS data file,"GIS, GPS, mapping",
.nm2,Navitel Navigator map,"GIS, GPS, mapping",
.bsb,MapInfo sea chart,"GIS, GPS, mapping",
.pkinfo,ArcGIS package info data,"GIS, GPS, mapping",
.eww,ER Mapper world data,"GIS, GPS, mapping",
.ubx,u-center UBX GPS log data,"GIS, GPS, mapping",
.gsf,Unidata GEMPAK map,"GIS, GPS, mapping",application/x-font-ghostscript
.bt,VTBuilder terrain data file,"GIS, GPS, mapping",
